id,goal_usd,log_goal_usd,duration_days,prelaunch_days,name_char_length,name_word_count,blurb_char_length,blurb_word_count,launch_year,launch_month,launch_day,launch_weekday,launch_hour,has_video,prelaunch_activated,country,currency,category_parent,category_name,location_type,location_country,location_state,target_usd,log_target
1847648232,3818.40189,8.247849116043312,37.0,52.97373842592592,41,8,122,17,2024,6,10,0,10,0,0,GB,GBP,Food,Drinks,Town,GB,England,717.85955532,6.577666005289125
984683182,1750.0,7.467942332285852,20.041666666666668,7.903217592592592,48,7,131,23,2023,11,2,3,16,0,1,US,USD,Food,Small Batch,Town,US,NV,4393.0,8.387995252944556
377292026,11000.0,9.305741456739437,30.041666666666668,18.09037037037037,23,3,126,21,2012,10,18,3,20,1,0,US,USD,Music,Pop,Town,US,WA,13930.0,9.541871851706224
1598982180,4000.0,8.294299608857235,29.95833333333333,0.047662037037037,13,2,134,20,2016,2,26,4,2,0,0,US,USD,Film & Video,Action,Town,US,SD,2.0,1.0986122886681098
1032494178,25994.9232,10.165695004709214,35.0,17.984548611111112,10,1,121,22,2017,8,11,4,9,0,0,GB,GBP,Fashion,Footwear,Town,GB,England,170.26674696,5.1432222648281165
1666366594,10000.0,9.210440366976515,30.0,0.5647337962962963,7,1,61,9,2023,2,3,4,17,1,0,US,USD,Food,Drinks,Town,US,CA,86.0,4.465908118654584
970603907,3022.24923,8.014087435972554,22.92755787037037,0.0483217592592592,18,3,55,10,2021,11,22,0,16,0,0,MX,MXN,Publishing,Academic,Town,MX,Puebla,12.798985628,2.624595084244127
1000717815,500.0,6.2166061010848646,30.0,5.916412037037037,59,9,75,12,2019,8,14,2,21,1,0,US,USD,Film & Video,Science Fiction,Town,US,IL,1548.0,7.345364840416867
707427623,10000.0,9.210440366976515,31.246365740740742,0.7998726851851852,37,8,117,23,2018,8,30,3,22,1,0,US,USD,Music,Blues,Town,US,FL,10472.17,9.25657202785758
772874818,6222.636,8.736109580857525,30.0,4.0971875,61,9,134,24,2025,1,8,2,2,1,0,AU,AUD,Technology,3D Printing,Town,AU,WA,0.0,0.0
1669155988,35873.19848,10.487773610791429,30.0,229.48197916666663,36,5,109,16,2023,7,11,1,21,1,0,GB,GBP,Food,Restaurants,Suburb,GB,England,36914.80242158,10.516394988263116
879891776,1845.719563,7.521166134886808,21.154166666666665,4.225775462962963,23,4,126,21,2016,11,13,6,19,1,0,DE,EUR,Journalism,Video,Town,CN,Shanghai,2971.60849643,7.997195127959381
840204511,2000.0,7.601402334583733,39.958333333333336,24.23443287037037,30,5,132,16,2022,2,18,4,23,1,1,US,USD,Publishing,Poetry,Town,US,MO,2031.0,7.616775808698373
1730937036,40.0,3.713572066704308,30.041666666666668,0.8793402777777778,60,12,88,15,2014,10,15,2,23,1,0,US,USD,Crafts,Knitting,Town,US,GA,0.0,0.0
434013310,5130.37756,8.543129432331455,20.0,4.917141203703704,59,9,134,20,2016,5,11,2,5,1,0,AU,AUD,Film & Video,Webseries,Town,AU,NSW,5831.5682484576,8.671212705234343
386802904,50000.0,10.819798284210286,30.0,5.026782407407407,10,3,84,14,2014,8,11,0,20,0,0,US,USD,Journalism,Photo,Town,US,AZ,26.0,3.295836866004329
823019339,1106.08,7.009481197486815,30.0,69.77359953703704,28,4,128,22,2025,6,29,6,17,1,1,JP,JPY,Film & Video,Shorts,Town,JP,Tokyo Prefecture,1163.582334,7.060117790131175
1528797668,407.5216,6.01254478927914,55.58518518518518,4.001597222222222,29,4,132,26,2022,6,10,4,2,1,0,MX,MXN,Film & Video,Festivals,Town,MX,Guanajuato,6.05169576,1.9532681212340064
1076494351,550.0,6.311734809152915,23.07726851851852,1.973854166666667,15,2,78,15,2018,7,7,5,12,0,0,US,USD,Crafts,Crafts,County,US,NY,2863.0,7.959974528080536
1371324113,10000.0,9.210440366976515,57.651944444444446,18.67141203703704,34,5,128,19,2012,7,7,5,12,1,0,US,USD,Dance,Dance,County,US,NY,10885.0,9.295232838994146
548935236,1288.5228,7.162027506436899,15.592372685185186,0.0401157407407407,17,3,131,24,2024,6,20,3,23,1,0,IT,EUR,Music,Indie Rock,Suburb,IT,Piedmont,1332.547329,7.195597835305692
964543970,2443.78281,7.801711567697482,60.0,30.72972222222222,18,2,73,8,2021,5,7,4,17,1,1,CA,CAD,Games,Puzzles,Town,CA,MB,3063.9252818083,8.027778470196592
1877036344,749.6940443999999,6.62099817115199,22.0,4.376111111111111,39,5,112,17,2025,9,7,6,18,1,0,GB,GBP,Art,Illustration,Town,GB,England,1277.85687568,7.1537218920177486
584430552,3901555.945,15.17688624810077,34.95664351851852,41.0705787037037,41,5,58,8,2019,12,18,2,8,1,0,IT,EUR,Technology,Space Exploration,Town,IT,Lazio,1592.94955583,7.373970212569607
1703055691,800.0,6.68586094706836,27.39450231481481,22.574490740740742,13,2,128,25,2021,3,19,4,18,0,0,US,USD,Film & Video,Shorts,Town,US,NJ,800.0,6.68586094706836
1441738357,23374.097800000003,10.059426538105354,30.0,281.7956365740741,37,6,126,24,2025,7,23,2,13,1,1,NL,EUR,Technology,Hardware,Town,NL,North Holland,316932.89818487,12.666448508039338
934634485,1942.884375,7.572443505370846,30.0,5.088263888888889,17,3,135,25,2016,7,11,0,18,0,0,GB,GBP,Food,Vegan,Town,GB,England,129.525625,4.871569567639873
888008782,244777.372352,12.40810847748208,60.04166666666666,27.50604166666667,55,8,123,17,2023,9,12,1,10,1,1,CA,CAD,Film & Video,Thrillers,Town,CA,BC,10352.9595470112,9.24512429046283
1427786884,1002.0,6.910750787961936,2.6163425925925927,0.0314004629629629,17,3,53,11,2015,2,11,2,6,0,0,US,USD,Food,Bacon,Town,US,NC,1.0,0.6931471805599453
1010018624,80000.0,11.289794413577894,32.24953703703704,32.915729166666665,43,7,117,19,2014,6,30,0,18,1,0,US,USD,Technology,Fabrication Tools,Town,US,NY,150986.0,11.92494901937564
1308496188,50000.0,10.819798284210286,32.69802083333333,32.50472222222222,28,5,70,10,2017,10,17,1,4,1,0,US,USD,Technology,Hardware,Town,US,UT,162824.0,12.000431283414605
456289742,287.336092,5.664126785848058,20.0,5.944166666666667,12,2,121,23,2017,2,15,2,20,0,0,NZ,NZD,Fashion,Ready-to-wear,Town,NZ,Otago,0.0,0.0
663014592,500.0,6.2166061010848646,30.0,450.8107523148148,24,4,113,14,2025,7,25,4,13,1,1,US,USD,Publishing,Fiction,Town,US,MI,5543.0,8.620471540869739
1064808870,1535.72204,7.337406881380509,30.0,5.373587962962963,55,8,131,22,2015,3,21,5,12,1,0,AU,AUD,Music,Jazz,Town,AU,NT,277.19782822,5.628332472916815
1732781267,12000.0,9.39274525863144,30.35300925925926,192.8239351851852,13,2,80,13,2025,1,29,2,17,0,1,US,USD,Theater,Plays,Town,US,NY,12056.0,9.397400683117311
1506186950,57790.57399999999,10.96459826548703,18.05702546296296,7.226828703703704,46,9,118,22,2025,11,12,2,16,1,1,FR,EUR,Design,Architecture,Town,FR,Provence-Alpes-Cote d'Azur,3213.1559144,8.07532005613515
1128124944,10019.12939748,9.212351288475633,45.0,39.091446759259256,58,11,135,13,2025,9,2,1,13,1,1,HK,HKD,Technology,DIY Electronics,Town,HK,Kowloon,557983.59971564,13.232086641906672
1811792019,351.495084,5.865036676055785,17.635289351851853,23.71446759259259,44,9,96,23,2025,9,8,0,6,0,0,FR,EUR,Art,Illustration,Town,FR,Centre,363.2115868,5.89773498117514
1563844691,2500.0,7.824445930877619,30.0,0.6337037037037037,38,6,128,27,2015,8,3,0,16,0,0,US,USD,Journalism,Photo,Town,US,NC,0.0,0.0
1580936842,7500.0,8.922791623969637,30.72627314814815,14.086921296296296,48,7,133,20,2014,12,4,3,23,1,0,US,USD,Art,Mixed Media,Town,US,OH,7831.0,8.965973184210347
127277193,7200.0,8.881975184248867,28.24975694444445,6.9934259259259255,50,8,113,20,2015,5,7,3,17,1,0,US,USD,Publishing,Academic,Town,IT,Lazio,145.0,4.983606621708336
2088114727,7500.0,8.922791623969637,60.0,444.06152777777777,21,4,119,26,2025,5,29,3,19,1,1,US,USD,Games,Video Games,Town,US,UT,111.0,4.718498871295094
1022232488,20000.0,9.90353755128617,30.0,3.9694907407407407,59,12,131,25,2025,11,10,0,17,1,0,US,USD,Games,Live Games,Town,US,OH,105.0,4.663439094112067
1127393774,643.4272000000001,6.468361860219583,40.04166666666666,11.20074074074074,60,8,133,17,2024,10,22,1,13,1,1,HK,HKD,Crafts,DIY,Town,HK,Hong Kong Island,125655.02657344,11.74130350500053
1970290006,6823.8467,8.828325158262436,30.0,19.279976851851853,26,4,121,23,2020,6,1,0,8,0,1,NZ,NZD,Film & Video,Webseries,Town,NZ,Nelson,7460.294474715,8.91748420022435
938866879,64.190085,4.177307386816561,7.0,5.280914351851852,59,10,109,17,2025,1,16,3,12,1,0,HK,HKD,Music,Faith,Town,HK,Hong Kong Island,73.1766969,4.306450042895326
2009134495,2746.492175,7.918443838230044,10.0,27.891122685185184,37,4,114,18,2015,5,26,1,14,1,0,DE,EUR,Technology,DIY Electronics,Town,DE,Brandenburg,6882.70939055,8.836912941238426
437745259,150000.0,11.918397239722838,27.023645833333333,6.271655092592592,18,2,129,19,2023,10,30,0,22,0,0,US,USD,Games,Tabletop Games,Town,US,FL,11.0,2.4849066497880004
1068787027,10000.0,9.210440366976515,30.0,5.753912037037037,12,2,135,22,2015,7,30,3,17,0,0,US,USD,Food,Vegan,Town,US,CA,20.0,3.044522437723423
900042757,4795.775208,8.475699139449292,35.041666666666664,1.978599537037037,51,8,126,21,2017,10,6,4,18,1,0,MX,MXN,Publishing,Poetry,Suburb,MX,Tamaulipas,532.5541074,6.27956048528053
1691440622,6000.0,8.699681400989514,8.168576388888889,16.906342592592594,49,6,104,18,2017,7,1,5,16,1,0,US,USD,Theater,Musical,Town,US,NJ,6559.0,8.788745881938135
34657705,784.108728,6.665822215197569,28.74848379629629,45.1408912037037,25,4,27,5,2017,11,4,5,18,1,0,GB,GBP,Music,Hip-Hop,Town,GB,England,784.108728,6.665822215197569
222009768,500.0,6.2166061010848646,10.84039351851852,14.164479166666666,17,1,110,18,2018,1,27,5,0,1,0,US,USD,Theater,Festivals,Town,US,NY,501.0,6.218600119691729
1823473639,263.35195,5.577281359238326,15.0,2.9775810185185185,16,2,133,24,2017,4,28,4,15,1,0,MX,MXN,Theater,Comedy,Suburb,MX,Baja California,663.646914,6.499255943257618
547698915,10403.041575,9.249949622619766,29.95833333333333,103.889375,68,12,105,17,2021,3,3,2,12,0,0,GB,GBP,Fashion,Pet Fashion,Town,GB,Wales,850.27526473,6.746735536588638
186128732,12000.0,9.39274525863144,30.0,30.960868055555554,20,4,134,20,2018,12,11,1,20,1,0,US,USD,Photography,Photobooks,Town,US,WY,23284.0,10.055564655416475
2048111410,100.0,4.61512051684126,10.0,15.01664351851852,20,4,59,11,2019,1,24,3,15,0,0,US,USD,Photography,Places,County,US,NY,1150.0,7.048386408721883
1463766453,255.45134,5.546938939011722,14.958333333333334,19.36053240740741,24,5,28,4,2018,3,3,5,12,0,0,HK,HKD,Crafts,Stationery,Town,HK,Hong Kong Island,183.9249648,5.219950147126475
146669807,6500.0,8.77971129020447,30.0,4.971446759259259,28,5,125,26,2017,6,1,3,4,0,0,US,USD,Crafts,Woodworking,Town,US,IA,1.0,0.6931471805599453
1648791554,1580.01417,7.365821799851155,30.0,17.47625,60,10,132,22,2021,7,1,3,6,1,1,AU,AUD,Comics,Anthologies,Town,AU,QLD,2411.643342564,7.788478248054884
168422080,20000.0,9.90353755128617,30.0,5.095625,12,2,125,19,2014,11,12,2,4,1,0,US,USD,Food,Spaces,Town,US,MI,20512.0,9.928814110482136
1253884485,3465.654615,8.150945320013005,28.0,77.23123842592592,28,5,126,21,2016,4,26,1,10,1,0,AU,AUD,Technology,Flight,Town,AU,WA,3465.654615,8.150945320013005
1764359532,5500.0,8.612685172875459,31.445972222222224,31.10928240740741,53,8,127,21,2014,6,14,5,17,1,0,US,USD,Music,Classical Music,Town,US,VA,5501.0,8.61286694148452
1406130076,200.0,5.303304908059076,30.0,5.079664351851852,30,5,72,10,2017,1,23,0,18,1,0,US,USD,Games,Puzzles,Town,US,NY,2475.0,7.814399633804487
826575513,10000.0,9.210440366976515,30.0,6.766898148148148,12,2,135,20,2016,2,4,3,14,1,0,US,USD,Technology,Web,Town,US,TX,11103.7,9.315123721105447
664545198,500.0,6.2166061010848646,45.04166666666666,0.2070833333333333,35,5,110,20,2014,10,15,2,4,0,0,US,USD,Publishing,Radio & Podcasts,Town,US,IN,1.0,0.6931471805599453
1980981257,2000.0,7.601402334583733,35.1296875,0.9837731481481482,18,2,135,21,2017,1,16,0,14,0,0,US,USD,Music,Classical Music,Town,US,IL,2000.0,7.601402334583733
1290428332,2500.0,7.824445930877619,37.83538194444444,2.956342592592593,19,3,107,13,2010,9,20,0,18,1,0,US,USD,Music,World Music,Town,AR,Autonomous City of Buenos Aires,2622.0,7.872073979866873
1430660960,6000.0,8.699681400989514,30.0,40.80837962962963,60,9,126,21,2021,6,24,3,0,1,0,US,USD,Journalism,Video,Town,US,NY,168.0,5.1298987149230735
740543987,2000.0,7.601402334583733,30.0,20.170601851851853,52,9,109,22,2025,9,30,1,10,1,1,US,USD,Technology,Hardware,Town,US,CO,2657.0,7.885329239273191
272926108,54655.3815,10.908821257144371,60.0,5.999606481481481,31,4,94,15,2015,7,23,3,10,1,0,IT,EUR,Fashion,Footwear,Town,IT,Piedmont,3083.65662423,8.034195625194876
428305530,10000.0,9.210440366976515,30.0,6.276851851851852,47,9,50,8,2015,8,1,5,22,1,0,US,USD,Film & Video,Thrillers,Town,US,FL,2261.0,7.724004656676065
1537317964,3500.0,8.160803920954665,30.0,10.718842592592592,59,11,135,25,2016,11,11,4,16,1,0,US,USD,Music,Indie Rock,Town,US,MN,4618.2,8.43797680890867
1337006945,500.0,6.2166061010848646,7.262800925925926,15.246782407407409,33,5,135,18,2017,3,27,0,22,1,0,US,USD,Publishing,Literary Journals,Town,US,KS,89.0,4.499809670330265
611412581,115.694409,4.759558628976021,14.0,2.9502314814814814,37,5,68,12,2025,11,11,1,0,1,1,DE,EUR,Design,Product Design,Town,DE,Hamburg,5596.13856333,8.630010775299228
1058798459,17000.0,9.741027444837728,30.615034722222223,19.931215277777778,45,6,134,22,2014,5,20,1,16,1,0,US,USD,Photography,People,County,US,NY,19507.0,9.878579916829944
1346822651,5000.0,8.517393171418904,35.22398148148148,41.17173611111111,58,11,97,15,2015,10,8,3,1,1,0,US,USD,Film & Video,Festivals,Town,US,CA,5050.0,8.527341522468053
1346027216,7434.170425,8.913976780622136,40.41986111111111,2.0741666666666667,13,3,40,7,2025,6,5,3,12,1,0,GB,GBP,Film & Video,Drama,Town,GB,England,7434.170425,8.913976780622136
714665887,6300.0,8.748463629942055,60.0,8.746712962962963,22,3,99,17,2016,3,20,6,11,1,0,US,USD,Music,Classical Music,Town,US,NY,7265.0,8.890961212781146
821322772,15000.0,9.61587214452889,30.70622685185185,276.6961574074074,56,9,135,23,2023,1,10,1,14,1,1,US,USD,Food,Vegan,Town,US,UT,34007.0,10.434351070038629
105386746,1836.2642592,7.516032928543647,17.47732638888889,93.26934027777776,31,3,116,18,2017,5,4,3,22,1,0,DE,EUR,Music,Electronic Music,Town,DE,Baden-Wurttemberg,488.2058297704,6.192783320688863
194829721,7500.0,8.922791623969637,40.23628472222222,3.174930555555556,54,11,135,20,2015,1,5,0,23,1,0,US,USD,Film & Video,Television,Town,US,NY,8210.0,9.01322999770879
602440236,500.0,6.2166061010848646,15.433715277777775,12.71800925925926,40,8,81,13,2022,11,7,0,15,0,0,US,USD,Art,Mixed Media,Town,US,AK,18087.0,9.803004013957803
793394744,18000.0,9.798182590890704,36.04780092592593,16.024791666666665,37,7,133,26,2018,8,5,6,21,1,0,US,USD,Food,Drinks,Town,US,MO,20018.0,9.904437101571716
1251545608,10000.0,9.210440366976515,18.655185185185186,6.939502314814815,53,7,131,25,2014,5,27,1,12,1,0,US,USD,Art,Performance Art,Town,US,NC,11298.0,9.332469505209248
97058671,770.07558,6.647786397293218,59.958333333333336,65.03962962962963,60,11,116,17,2025,2,13,3,13,1,0,HK,HKD,Fashion,Apparel,Town,HK,Hong Kong Island,415.8408132,6.032704405990763
2147119649,5000.0,8.517393171418904,30.0,14.329907407407408,6,1,102,21,2014,5,16,4,12,1,0,US,USD,Film & Video,Webseries,County,US,NY,5031.0,8.523572798380277
1380086649,7797.0,8.961622569542543,8.644710648148148,38.01063657407408,56,9,74,12,2024,1,15,0,5,1,0,US,USD,Publishing,Nonfiction,Town,US,CA,11.0,2.4849066497880004
614785253,3000.0,8.006700845440367,16.657280092592593,16.804039351851852,40,6,76,14,2025,7,1,1,15,1,0,US,USD,Photography,Photobooks,Town,US,OR,7367.0,8.904901577935142
1459741825,1900.0,7.550135342488429,30.0,104.74806712962965,22,3,84,13,2023,1,3,1,6,1,1,US,USD,Publishing,Anthologies,Town,US,FL,2500.0,7.824445930877619
1637471073,396.666415,5.985613500571266,28.0,7.750659722222222,38,7,107,17,2022,3,21,0,12,1,0,CA,CAD,Crafts,Candles,Town,CA,ON,448.4631154707,6.108053793749948
1770018033,400.0,5.993961427306569,30.0,9.956840277777776,7,1,135,24,2011,12,1,3,22,0,0,US,USD,Film & Video,Narrative Film,Town,US,CA,410.0,6.018593214496234
1366375844,15000.0,9.61587214452889,23.73993055555556,68.46206018518518,60,8,101,16,2015,9,9,2,12,1,0,US,USD,Fashion,Childrenswear,Town,US,NM,15509.0,9.649240256170584
1966594204,1143.41121,7.042645556654019,30.0,7.714988425925926,11,2,126,22,2017,7,14,4,5,0,0,FR,EUR,Film & Video,Documentary,Town,FR,Provence-Alpes-Cote d'Azur,1241.74457406,7.125077578890014
632205057,1000.0,6.90875477931522,32.03081018518518,19.851134259259258,44,6,82,13,2024,8,30,4,19,0,1,US,USD,Fashion,Footwear,Town,US,AZ,1076.0,6.981934677156389
1226794467,2500.0,7.824445930877619,21.49453703703704,12.610810185185183,21,4,89,16,2025,3,25,1,12,1,1,US,USD,Comics,Comic Books,Town,US,PA,3044.0,8.021256180143997
1962319651,1201.3472025,7.092030927378215,18.89037037037037,0.8203703703703704,45,7,109,19,2016,6,16,3,13,0,0,GB,GBP,Design,Graphic Design,Town,GB,England,1239.50764305,7.123275964378494
618368887,12120.6538,9.402748702459771,29.95833333333333,20.807106481481483,44,7,93,12,2021,2,23,1,9,1,1,NL,EUR,Fashion,Apparel,Town,NL,South Holland,12461.24417178,9.430458886218272
1404755253,373.146858,5.92464838878965,45.0,2.008796296296296,37,5,128,24,2019,7,19,4,18,1,0,GB,GBP,Food,Small Batch,Town,GB,England,187.81725186,5.2407796259139525
1818045111,710.13699,6.5668650835368645,59.958333333333336,1.0027777777777778,20,3,43,6,2023,1,26,3,10,0,0,AU,AUD,Publishing,Nonfiction,Town,AU,VIC,721.7264256768,6.583030762829798
924534058,500.0,6.2166061010848646,29.95833333333333,1.4908333333333332,60,8,96,14,2020,3,6,4,2,1,0,US,USD,Crafts,Stationery,Town,US,AL,1279.0,7.154615356913663
197325595,983.6949,6.892331846997935,59.134733796296295,266.1486111111111,50,10,47,10,2024,10,2,2,19,1,0,SE,SEK,Music,Rock,Town,SE,Varmland,1256.1783873,7.136625113636604
692813722,3457.36275,8.14855056241871,60.0,0.2148842592592592,17,2,132,19,2022,8,20,5,5,0,0,AU,AUD,Publishing,Literary Spaces,Town,AU,QLD,401.966822766,5.998854232915061
366501003,1000.0,6.90875477931522,30.0,0.219699074074074,46,8,134,25,2016,12,29,3,0,1,0,US,USD,Music,Indie Rock,Town,US,IA,1244.69,7.12744487224483
1498292373,1045.35044,6.95306361719598,60.0,257.4121412037037,17,4,63,13,2016,12,19,0,16,1,0,IT,EUR,Film & Video,Action,Town,IT,Emilia Romagna,2090.70088,7.645732832170212
857949203,3180.6034,8.065140562537618,59.98388888888889,0.0173842592592592,20,4,133,23,2022,3,23,2,19,0,0,CA,CAD,Photography,Photobooks,Town,CA,ON,72.5893210965,4.298499921410153
1885265216,627.64316,6.443563782521873,7.0,27.216539351851853,46,7,94,13,2020,7,15,2,19,0,1,GB,GBP,Art,Mixed Media,Town,GB,England,7901.39974124,8.974921757041876
645808986,5000.0,8.517393171418904,29.95833333333333,71.01497685185186,8,1,110,18,2015,3,6,4,20,1,0,US,USD,Photography,Photobooks,Suburb,US,NY,5055.0,8.528330935826693
775070033,5000.0,8.517393171418904,30.0,39.74981481481481,17,4,76,14,2025,6,10,1,14,1,1,US,USD,Design,Toys,Town,US,MD,5607.0,8.631949428714426
101497198,18501.35904,9.82565351861266,51.0,9.805833333333334,59,7,119,24,2015,7,20,0,17,1,0,CA,CAD,Design,Interactive Design,Town,CA,ON,740.0543616,6.608073985088322
119265714,626.99904,6.44253863780461,25.041666666666668,44.34445601851852,8,1,122,20,2017,10,31,1,1,1,0,MX,MXN,Music,R&B,Town,MX,Distrito Federal,50.1599232,3.934956475536724
1257892102,74429.9598,11.217627260608714,35.454351851851854,13.882361111111113,54,9,129,21,2025,2,9,6,14,1,0,GB,GBP,Film & Video,Action,Town,GB,England,14.88599196,2.765437712104807
101570912,12000.0,9.39274525863144,30.041666666666668,3.078020833333333,19,3,43,9,2019,10,10,3,15,0,0,US,USD,Games,Mobile Games,Town,US,MD,2.0,1.0986122886681098
381382842,770.0,6.647688373563329,34.24104166666667,1.9594328703703705,20,5,116,18,2016,10,10,0,23,1,0,US,USD,Film & Video,Narrative Film,Town,US,MA,1378.0,7.229113877793302
281880803,40000.0,10.59665973278358,30.0,36.2577662037037,29,5,135,22,2025,6,16,0,8,1,1,US,USD,Film & Video,Animation,Town,US,CA,42234.0,10.651004540161598
250885781,1500.0,7.313886831633462,30.0,145.38858796296296,20,4,104,16,2016,12,5,0,3,1,0,US,USD,Theater,Plays,Town,US,VA,1876.0,7.537430036586509
512706482,1300.0,7.170888478512505,30.0,7.50650462962963,23,4,129,22,2024,11,18,0,15,1,0,US,USD,Publishing,Fiction,Town,US,OK,110.0,4.709530201312334
1708261202,90000.0,11.407576060361786,30.041666666666668,55.73880787037037,17,3,125,21,2015,10,20,1,15,1,0,US,USD,Publishing,Literary Spaces,Town,US,CA,91187.99,11.420689445090522
1340463270,9871.208136,9.197478829391311,30.0,189.0433101851852,56,9,106,13,2021,9,21,1,12,1,1,GB,GBP,Technology,Wearables,Town,HU,Budapest,14934.31530909,9.611483842519084
838133153,8000.0,8.987321812850125,44.136828703703706,0.9866782407407408,34,5,115,16,2018,6,4,0,0,1,0,US,USD,Music,Jazz,Town,US,NY,8060.0,8.9947928972836
1868144165,65.4918162,4.197078875427078,30.0,0.2879976851851852,34,6,135,25,2017,5,3,2,15,0,0,ES,EUR,Film & Video,Music Videos,Town,ES,Madrid,65.4918162,4.197078875427078
13816941,795.474435,6.68019503216205,40.89204861111112,14.165868055555556,14,3,130,27,2015,10,20,1,19,1,0,DE,EUR,Theater,Musical,Town,DE,Baden-Wurttemberg,17.04588075,2.892917445437874
1849056287,18810.4992,9.842223621405036,60.0,20.59179398148148,60,9,123,20,2020,6,5,4,9,1,1,GB,GBP,Music,Electronic Music,Town,GB,Scotland,55085.6189225728,10.91666211487798
1885686145,4000.0,8.294299608857235,26.1896875,34.78483796296296,25,6,49,8,2020,8,29,5,18,1,1,US,USD,Food,Vegan,Town,US,CO,5168.0,8.550434525196039
1825665587,578.11622,6.361503182818951,30.0,2.1528935185185185,60,9,122,19,2025,6,18,2,13,1,0,BE,EUR,Technology,3D Printing,Town,BE,Capital Region of Brussels,11.5623244,2.5307022076121477
348569088,50000.0,10.819798284210286,30.0,2.1606597222222224,60,8,135,21,2015,5,29,4,4,1,0,US,USD,Fashion,Footwear,Town,US,NV,0.0,0.0
449507994,38788.77065,10.565911847810192,30.0,3.888761574074074,46,7,132,17,2024,9,16,0,11,1,0,DE,EUR,Food,Restaurants,LocalAdmin,DE,Saarland,72.03628835,4.290956418319708
398038883,573.23475,6.353038284838696,30.0,21.184733796296296,28,5,120,24,2022,9,8,3,13,1,1,GB,GBP,Technology,DIY Electronics,Town,GB,England,25328.9506635,10.13974279524412
2019523622,586.74221,6.376288433397849,27.0,12.93210648148148,58,8,68,14,2025,10,3,4,13,1,1,ES,EUR,Publishing,Children's Books,Town,US,WY,199.4923514,5.300776098388062
944118988,100.0,4.61512051684126,30.0,2.268043981481481,30,5,131,18,2020,12,7,0,20,0,0,US,USD,Publishing,Anthologies,Town,US,NJ,1126.0,7.027314514039777
1274180783,10000.0,9.210440366976515,59.958333333333336,0.0578703703703703,58,10,95,19,2015,2,12,3,18,0,0,US,USD,Photography,Places,Town,US,CT,0.0,0.0
949997722,4300.0,8.366602832783736,30.0,16.761145833333334,16,2,135,22,2024,11,7,3,16,1,1,US,USD,Design,Toys,Town,US,MI,33549.0,10.420792142399828
2050559924,10000.0,9.210440366976515,48.16234953703704,15.111909722222222,22,3,37,7,2017,9,26,1,1,1,0,US,USD,Food,Drinks,Zip,US,GA,17306.0,9.758866322925
2036881290,2750.0,7.919719760924575,28.12981481481481,20.45344907407408,47,6,115,15,2015,7,4,5,0,1,0,US,USD,Music,Jazz,Town,US,MI,4703.0,8.456168489578463
359963111,652.351182,6.482114782571041,55.04166666666666,23.26861111111111,70,9,127,18,2024,10,20,6,12,1,0,DE,EUR,Crafts,Woodworking,Town,DE,Saxony,0.0,0.0
141687682,17500.0,9.770013301136158,36.28255787037037,6.99630787037037,15,1,122,16,2015,8,15,5,18,0,0,US,USD,Art,Performance Art,Town,US,PA,2280.0,7.732369222284388
622764340,772.91759,6.651465395052872,60.0,19.90334490740741,36,7,58,10,2021,4,20,1,23,0,1,AU,AUD,Publishing,Anthologies,Town,AU,NSW,804.0816272288,6.690943672562126
1917852965,15000.0,9.61587214452889,42.24150462962963,53.18172453703704,11,2,28,5,2025,1,4,5,0,1,0,US,USD,Film & Video,Webseries,Town,US,CA,15158.0,9.626349693960018
580780526,4054.73898,8.307888189156817,32.0,57.12144675925926,59,12,83,13,2025,9,24,2,10,1,1,GB,GBP,Games,Tabletop Games,Town,GB,England,27062.67953218,10.205947869279738
1407387336,222.0,5.407171771460119,27.485590277777774,28.887453703703702,38,7,63,9,2025,8,18,0,17,0,1,US,USD,Publishing,Zines,Town,US,TX,256.0,5.54907608489522
1843285424,19542.236,9.88038452089228,30.0,8.943680555555556,15,3,76,11,2024,3,14,3,10,0,0,SE,SEK,Photography,Photobooks,Town,SE,Stockholm,1749.81181144,7.467834851604242
752770997,800.0,6.68586094706836,30.041666666666668,0.6197569444444444,26,3,133,23,2016,10,7,4,18,0,0,US,USD,Crafts,Candles,Town,US,CA,91.0,4.5217885770490405
1553015617,450.0,6.111467339502679,33.3972337962963,3.889872685185185,46,7,126,20,2015,1,27,1,19,0,0,US,USD,Crafts,Crochet,Town,US,SC,115.0,4.7535901911063645
1413614508,1500.0,7.313886831633462,30.041666666666668,73.82017361111112,22,4,43,7,2025,10,31,4,14,1,1,US,USD,Games,Tabletop Games,Town,US,WI,3920.0,8.27410200229233
1662684359,1000.0,6.90875477931522,29.668553240740746,18.86875,60,9,135,19,2024,10,1,1,14,1,1,US,USD,Technology,Gadgets,Town,US,WA,20001.0,9.90358754753646
1173663022,2548.5742,7.843681643817537,40.0,25.441342592592594,59,9,133,22,2025,6,10,1,14,1,1,HK,HKD,Technology,Hardware,Town,HK,Hong Kong Island,337467.92354848,12.729228706680374
1122812384,2000.0,7.601402334583733,29.95833333333333,60.34953703703704,25,4,68,10,2017,3,8,2,4,1,0,US,USD,Publishing,Literary Journals,Town,US,IL,2000.0,7.601402334583733
475212069,20000.0,9.90353755128617,30.0,2.540625,21,4,118,20,2024,5,12,6,13,1,0,US,USD,Film & Video,Television,Town,US,NY,1.0,0.6931471805599453
